Name,College,Position,GP,MIN,PTS,FGM,FGA,FGPct,3PM,3PA,3PPct,FTM,FTA,FTPct,REB,AST,STL,BLK,TO,TS_pct,PPM,AST_TO,3PA_rate,FTA_rate,Archetype_k2,Archetype,Efficiency_Score,PPG_Rank,Eff_Rank,Rank_Delta
Tyler Cochran,URI,G,27,30.4,14.5,4.6,11.0,41.9,1.4,4.5,30.3,3.9,5.3,73.2,5.5,1.9,2.7,0.2,1.9,0.5438043804380438,0.4769736842105263,1.0,0.4090909090909091,0.4818181818181818,Perimeter Snipers,Shot Creators,-0.37885259589436493,342,363,-21
Elijah Duval,SUU,G,27,26.3,14.5,5.4,11.7,45.9,1.0,2.8,34.2,2.8,4.4,62.5,3.9,3.6,1.2,0.3,3.7,0.5316808448225286,0.5513307984790874,0.9729729729729729,0.23931623931623933,0.3760683760683761,Perimeter Snipers,Shot Creators,-0.36948935269453376,342,356,-14
Nick Jones,WAG,G,25,31.6,14.5,4.9,12.0,41.0,1.0,3.7,26.9,3.6,4.5,80.5,3.5,2.4,1.8,0.4,2.6,0.5185979971387696,0.4588607594936709,0.923076923076923,0.30833333333333335,0.375,Perimeter Snipers,Shot Creators,-0.801276044869874,342,467,-125
Dylan Williamson,TOW,G,28,35.5,14.5,5.4,14.0,38.8,2.4,7.1,33.7,1.2,1.5,81.0,2.3,3.4,0.8,0.1,1.9,0.4945429740791269,0.4084507042253521,1.7894736842105263,0.5071428571428571,0.10714285714285714,Perimeter Snipers,Shot Creators,-1.2292983170869454,342,498,-156
De'Shayne Montgomery,DAY,G,26,31.1,14.5,5.3,10.4,51.1,1.5,4.2,36.7,2.3,2.8,81.1,3.7,2.3,2.5,0.7,2.0,0.6232806052269602,0.4662379421221865,1.15,0.40384615384615385,0.2692307692307692,Perimeter Snipers,Versatile Playmakers,-0.30089792125704923,342,332,10
Shelton Henderson,MIA,F,27,30.4,14.4,5.5,9.4,58.7,0.4,1.6,27.9,3.0,5.0,58.8,4.8,2.0,1.2,0.3,1.7,0.6206896551724137,0.4736842105263158,1.1764705882352942,0.1702127659574468,0.5319148936170213,Paint Bruisers,Paint Dominators,0.18580427015896245,353,181,172
David Coit,MD,G,27,27.8,14.4,4.6,11.3,41.0,2.4,6.8,34.8,2.8,3.2,86.2,2.0,2.8,0.6,0.0,1.8,0.56657223796034,0.5179856115107914,1.5555555555555554,0.6017699115044247,0.2831858407079646,Perimeter Snipers,Perimeter Snipers,-0.22569694463940906,353,307,46
Jed Miller,MTST,G,28,34.1,14.4,4.6,10.1,46.1,2.7,6.8,40.0,2.4,2.9,81.7,5.4,2.7,1.7,0.1,1.0,0.6329113924050633,0.4222873900293255,2.7,0.6732673267326733,0.2871287128712871,Perimeter Snipers,Perimeter Snipers,0.26251314726809116,353,161,192
Elijah Mahi,SCU,F,29,30.0,14.4,5.3,11.6,46.0,1.5,4.4,34.1,2.2,3.0,71.6,4.4,2.7,1.5,0.4,1.8,0.5572755417956656,0.48000000000000004,1.5,0.37931034482758624,0.25862068965517243,Perimeter Snipers,Shot Creators,-0.481241067822889,353,403,-50
Ethan Copeland,STET,G,29,31.3,14.4,4.8,11.3,42.8,3.1,7.5,41.7,1.6,2.0,78.0,3.5,1.9,1.6,0.1,1.4,0.5911330049261083,0.46006389776357826,1.3571428571428572,0.663716814159292,0.17699115044247787,Perimeter Snipers,Perimeter Snipers,-0.5740235418783369,353,418,-65
John Camden,CAL,F,27,31.4,14.4,4.6,9.8,46.4,2.8,6.6,42.4,2.5,3.1,80.7,4.8,1.6,0.7,0.2,1.0,0.6449301325689716,0.4585987261146497,1.6,0.6734693877551019,0.31632653061224486,Perimeter Snipers,Perimeter Snipers,0.057090999289619304,353,222,131
Patrick McMahon,MTST,G,27,30.3,14.4,5.1,11.0,46.8,0.5,2.0,24.5,3.6,5.0,71.9,4.6,2.0,0.7,0.2,1.7,0.5454545454545455,0.4752475247524752,1.1764705882352942,0.18181818181818182,0.45454545454545453,Paint Bruisers,Shot Creators,-0.3513195734136868,353,352,1
Cam Morris III,ETSU,F,28,26.2,14.4,5.1,8.9,58.1,0.4,1.0,35.7,3.7,5.3,70.3,5.1,1.6,1.3,1.3,1.4,0.6410256410256411,0.549618320610687,1.142857142857143,0.11235955056179775,0.5955056179775281,Paint Bruisers,Versatile Playmakers,0.6718059913218143,353,60,293
Andrija Bukumirovic,UTM,F,28,29.5,14.4,5.4,10.3,52.3,1.5,4.1,37.1,2.1,3.6,57.8,8.0,1.0,1.1,0.9,1.3,0.6058566139347021,0.488135593220339,0.7692307692307692,0.3980582524271844,0.34951456310679613,Paint Bruisers,Versatile Playmakers,-0.33095045313055893,353,341,12
Andrew Phillips,LAF,G,29,33.4,14.3,5.1,12.5,40.5,2.1,6.4,32.1,2.1,3.0,70.5,4.6,1.3,1.1,0.2,1.1,0.5173661360347322,0.42814371257485034,1.1818181818181817,0.512,0.24,Perimeter Snipers,Shot Creators,-1.0511278934038994,362,492,-130
Grant Asman,LIP,F,29,27.7,14.3,5.2,9.9,52.8,1.9,5.0,38.2,2.0,2.6,76.3,6.1,1.7,1.0,1.0,1.6,0.647410358565737,0.516245487364621,1.0625,0.5050505050505051,0.26262626262626265,Perimeter Snipers,Versatile Playmakers,-0.035186231231877474,362,249,113
Mikale Stevenson,PFW,G,29,29.6,14.3,5.1,11.9,43.2,1.6,4.6,35.1,2.4,3.0,80.5,3.5,3.2,1.6,0.1,2.2,0.5408472012102874,0.4831081081081081,1.4545454545454546,0.38655462184873945,0.25210084033613445,Perimeter Snipers,Shot Creators,-0.5889220296287805,362,422,-60
Mohammad Habhab,EMU,F,27,35.9,14.3,5.2,12.7,41.1,0.3,1.2,25.0,3.6,4.7,75.0,8.4,3.2,0.9,1.4,2.3,0.48415492957746487,0.3983286908077995,1.3913043478260871,0.09448818897637795,0.3700787401574803,Perimeter Snipers,Shot Creators,-1.0241639171852266,362,489,-127
Michael Osei-Bonsu,MOST,F,24,25.7,14.3,5.5,9.7,57.3,0.0,0.0,0.0,3.2,6.2,51.7,7.3,2.3,1.4,0.8,2.5,0.5753138075313808,0.556420233463035,0.9199999999999999,0.0,0.6391752577319588,Paint Bruisers,Paint Dominators,0.326314166524164,362,141,221
Terrence Hill Jr.,VCU,G,28,23.6,14.3,4.3,9.4,45.4,2.2,6.1,36.5,3.6,4.1,87.0,2.7,2.9,0.6,0.1,1.0,0.638164941092467,0.6059322033898304,2.9,0.648936170212766,0.4361702127659574,Perimeter Snipers,Perimeter Snipers,1.3083953336228555,362,6,356
Tyler Nickel,VAN,F,27,30.3,14.3,4.9,10.2,47.8,3.3,7.6,42.9,1.2,1.5,82.5,3.0,1.3,0.8,0.6,0.6,0.6583793738489871,0.47194719471947194,2.166666666666667,0.7450980392156863,0.14705882352941177,Perimeter Snipers,Perimeter Snipers,0.11488974698038068,362,205,157
Drew Fielder,BOIS,C,27,22.9,14.3,5.3,9.7,54.4,1.2,2.9,41.6,2.5,3.2,77.9,5.5,1.4,0.4,0.6,1.7,0.6436802304645302,0.6244541484716158,0.8235294117647058,0.29896907216494845,0.3298969072164949,Perimeter Snipers,Versatile Playmakers,0.3604991756037108,362,129,233
Brandon Benjamin,FAIR,F,28,31.2,14.3,6.0,10.4,57.5,0.0,0.3,14.3,2.2,3.3,66.7,10.3,1.3,0.8,1.6,1.6,0.6032737090786365,0.45833333333333337,0.8125,0.028846153846153844,0.3173076923076923,Paint Bruisers,Paint Dominators,-0.49284633841947956,362,407,-45
Shane Blakeney,DREX,G,29,33.3,14.2,5.3,12.4,42.4,2.0,5.6,36.0,1.7,2.4,69.0,4.9,2.6,1.2,0.7,2.3,0.5276456599286563,0.4264264264264264,1.1304347826086958,0.4516129032258064,0.1935483870967742,Perimeter Snipers,Shot Creators,-1.1048850021967582,376,494,-118
Jordan Ellerbee,FGCU,G,29,27.0,14.2,5.1,10.0,50.5,1.8,4.5,40.0,2.3,3.2,72.8,3.3,2.0,0.9,0.0,1.6,0.6223702664796634,0.5259259259259259,1.25,0.45,0.32,Perimeter Snipers,Versatile Playmakers,0.043450697960260534,376,228,148
Solo Ball,CONN,G,27,29.7,14.2,4.7,11.4,41.4,2.1,6.9,30.6,2.7,3.2,84.9,3.5,1.5,0.5,0.3,1.3,0.5543410368519675,0.4781144781144781,1.1538461538461537,0.6052631578947368,0.2807017543859649,Perimeter Snipers,Perimeter Snipers,-0.6082269409917346,376,425,-49
Jakevion Buckley,UNO,G,27,33.7,14.2,4.6,11.4,40.1,0.9,2.8,32.9,4.2,5.5,76.4,4.9,5.3,1.9,0.1,4.2,0.5137481910274964,0.4213649851632047,1.2619047619047619,0.24561403508771928,0.4824561403508772,Perimeter Snipers,Shot Creators,-0.6355096354407205,376,432,-56
Jacob Theodosiou,L-MD,G,24,25.1,14.2,4.8,10.4,46.2,1.2,4.0,29.5,3.5,5.1,68.0,4.1,3.0,1.7,0.2,2.8,0.561531161024992,0.5657370517928286,1.0714285714285714,0.3846153846153846,0.4903846153846153,Perimeter Snipers,Shot Creators,0.08656482637985055,376,211,165
Thomas Dowd,TROY,F,29,35.8,14.2,5.0,11.2,44.4,2.0,5.8,34.3,2.3,3.0,76.7,10.1,2.2,1.4,1.3,1.2,0.5670926517571885,0.39664804469273746,1.8333333333333335,0.5178571428571429,0.26785714285714285,Perimeter Snipers,Perimeter Snipers,-0.579304889732974,376,419,-43
Jayden Epps,MSST,G,25,27.0,14.2,4.9,12.1,40.6,2.0,6.4,31.7,2.3,2.8,82.9,2.4,2.1,0.5,0.2,1.7,0.5325532553255325,0.5259259259259259,1.2352941176470589,0.5289256198347108,0.23140495867768593,Perimeter Snipers,Shot Creators,-0.6040523272597497,376,424,-48
Darrion Williams,NCSU,F,26,29.2,14.2,5.1,12.1,42.2,2.3,5.6,40.4,1.7,2.2,78.6,5.0,2.9,1.0,0.3,1.7,0.5433119069482706,0.4863013698630137,1.7058823529411764,0.46280991735537186,0.18181818181818185,Perimeter Snipers,Perimeter Snipers,-0.5837512032062016,376,420,-44
Tyler Houser,DEL,F,26,33.2,14.2,5.2,10.4,49.8,1.6,4.1,38.3,2.2,2.7,81.7,5.4,1.7,0.4,0.4,1.3,0.6127027959958578,0.4277108433734939,1.3076923076923077,0.39423076923076916,0.25961538461538464,Perimeter Snipers,Perimeter Snipers,-0.4508708944194909,376,393,-17
RJ Johnson,KENN,G,26,25.9,14.2,4.8,9.9,48.2,1.6,3.6,44.1,3.1,5.0,62.0,3.2,3.6,1.0,0.5,1.7,0.5867768595041322,0.5482625482625483,2.1176470588235294,0.36363636363636365,0.5050505050505051,Paint Bruisers,Versatile Playmakers,0.6173567226903517,376,75,301
Barrington Hargress,COLO,G,27,31.9,14.2,5.4,10.0,54.3,1.6,3.2,50.0,1.8,2.2,80.0,1.9,4.4,0.9,0.0,1.3,0.6473377097009482,0.445141065830721,3.3846153846153846,0.32,0.22000000000000003,Perimeter Snipers,Versatile Playmakers,0.5889874830338763,376,80,296
Jayme Mitchell Jr.,JKST,G,27,32.4,14.2,4.4,11.3,39.1,1.9,5.8,32.1,3.5,4.4,79.8,5.0,0.9,1.2,0.7,2.3,0.536415835599879,0.4382716049382716,0.391304347826087,0.5132743362831858,0.3893805309734513,Perimeter Snipers,Shot Creators,-0.9748748535321539,376,488,-112
Brayden Maldonado,SEA,G,27,30.1,14.2,4.6,11.0,41.9,2.3,6.1,36.7,2.7,3.0,92.5,3.2,2.6,1.4,0.1,1.6,0.5762987012987013,0.4717607973421927,1.625,0.5545454545454546,0.2727272727272727,Perimeter Snipers,Perimeter Snipers,-0.3320811031485561,376,342,34
Rodney Brown Jr.,LMU,G,28,31.9,14.2,4.9,11.5,42.4,2.9,7.5,38.1,1.5,1.8,84.3,2.5,1.7,0.8,0.1,1.5,0.5776114546046208,0.445141065830721,1.1333333333333333,0.6521739130434783,0.1565217391304348,Perimeter Snipers,Perimeter Snipers,-0.8303046063404993,376,468,-92
Koron Davis,AAMU,G,28,28.9,14.2,4.4,10.4,42.3,1.0,3.4,30.2,4.4,5.2,83.6,5.3,0.8,0.8,0.1,2.0,0.5595838587641866,0.4913494809688581,0.4,0.3269230769230769,0.5,Perimeter Snipers,Shot Creators,-0.45696000522713387,376,397,-21
Carl Parrish,PRES,G,29,32.8,14.2,4.8,11.8,41.1,2.4,5.8,40.8,2.1,2.6,81.6,2.6,2.5,0.7,0.1,1.6,0.5485166872682323,0.4329268292682927,1.5625,0.4915254237288135,0.22033898305084745,Perimeter Snipers,Perimeter Snipers,-0.7424977582216233,376,457,-81
Noah Otshudi,MRSH,G,29,31.4,14.2,5.3,11.7,45.3,0.7,2.2,29.2,3.0,3.5,84.3,3.5,3.4,0.8,0.0,2.7,0.5362537764350453,0.45222929936305734,1.259259259259259,0.18803418803418806,0.29914529914529914,Perimeter Snipers,Shot Creators,-0.7247091931809587,376,453,-77
Emmett Adair,L-MD,F,24,24.8,14.2,5.4,11.5,46.9,1.7,5.1,33.3,1.6,2.0,81.3,5.3,1.0,0.3,0.3,1.5,0.5735056542810985,0.5725806451612903,0.6666666666666666,0.4434782608695652,0.17391304347826086,Perimeter Snipers,Perimeter Snipers,-0.5481876239209045,376,415,-39
David Punch,TCU,F,26,29.8,14.2,5.4,10.3,52.4,0.3,1.3,24.2,3.1,5.1,60.6,6.7,2.0,1.4,2.1,1.6,0.5660076530612245,0.47651006711409394,1.25,0.1262135922330097,0.4951456310679611,Paint Bruisers,Paint Dominators,-0.1337324819037211,376,280,96
Marcus Hall,GB,F,27,34.5,14.1,4.3,9.1,47.0,2.1,5.3,40.8,3.4,4.5,76.0,5.4,2.5,0.4,0.2,1.6,0.6362815884476534,0.408695652173913,1.5625,0.5824175824175825,0.4945054945054945,Perimeter Snipers,Versatile Playmakers,0.1258442077994123,390,199,191
Po'Boigh King,SHSU,G,27,28.6,14.1,4.7,11.2,41.6,2.3,6.2,36.5,2.6,3.0,84.1,2.0,1.6,0.7,0.2,0.9,0.5630990415335463,0.49300699300699297,1.777777777777778,0.5535714285714286,0.26785714285714285,Perimeter Snipers,Perimeter Snipers,-0.2710476960319047,390,327,63
Dashon Gittens,SHU,G,29,33.7,14.1,4.8,9.1,52.5,1.5,3.6,42.3,3.1,4.2,73.8,5.8,2.7,1.6,0.8,2.0,0.6439532334672999,0.4183976261127596,1.35,0.39560439560439564,0.46153846153846156,Paint Bruisers,Versatile Playmakers,0.05693914561033144,390,223,167
Luke Almodovar,SEMO,G,29,26.7,14.1,4.7,11.0,42.8,2.1,6.4,33.3,2.6,3.4,74.0,3.4,0.7,1.0,0.2,1.0,0.564180537772087,0.5280898876404494,0.7,0.5818181818181819,0.3090909090909091,Perimeter Snipers,Shot Creators,-0.5097026759404051,390,409,-19
Javan Simmons,OHIO,F,27,26.6,14.1,4.9,9.3,52.8,0.1,0.9,16.0,4.2,6.3,66.9,5.4,1.4,0.6,0.7,1.8,0.5839960238568588,0.5300751879699248,0.7777777777777777,0.0967741935483871,0.6774193548387096,Paint Bruisers,Paint Dominators,0.28532031248081074,390,153,237
Cayden Ward,CP,G,28,29.3,14.1,4.6,10.2,44.9,1.6,5.1,31.5,3.4,4.6,72.3,5.9,1.4,0.9,0.2,3.0,0.5767342931937173,0.4812286689419795,0.4666666666666666,0.5,0.45098039215686275,Perimeter Snipers,Shot Creators,-0.4600699688132601,390,398,-8
C.J. O'Hara,GB,G,30,32.1,14.1,4.8,8.4,56.9,0.2,0.8,30.4,4.3,5.4,78.5,4.4,1.3,1.1,0.2,1.5,0.6542316258351893,0.4392523364485981,0.8666666666666667,0.09523809523809523,0.6428571428571429,Paint Bruisers,Versatile Playmakers,0.30828097076544325,390,146,244
Jah'Likai King,UMBC,G,25,32.6,14.1,4.7,11.6,40.7,1.4,4.8,28.9,3.2,4.0,81.8,3.6,1.6,0.9,0.2,1.3,0.5276946107784432,0.43251533742331283,1.2307692307692308,0.41379310344827586,0.3448275862068966,Perimeter Snipers,Shot Creators,-0.7744963230554531,390,463,-73
Morgan Safford,KENT,G,26,31.4,14.1,4.2,10.3,40.5,2.2,6.0,35.7,3.5,4.5,79.3,5.9,1.5,0.9,0.5,1.6,0.5741042345276872,0.44904458598726116,0.9375,0.5825242718446602,0.4368932038834951,Perimeter Snipers,Perimeter Snipers,-0.4222845617076616,390,383,7
Jordan Battle,ODU,G,29,32.9,14.1,3.8,9.5,39.6,2.2,5.4,41.7,4.3,5.1,85.0,4.6,2.9,1.5,0.0,1.9,0.6003065395095368,0.4285714285714286,1.5263157894736843,0.5684210526315789,0.5368421052631579,Perimeter Snipers,Perimeter Snipers,0.06376371636969752,390,220,170
Devin Royal,OSU,F,25,32.4,14.0,5.0,10.3,48.6,1.1,3.4,31.8,3.0,3.8,78.7,5.6,1.7,0.6,0.2,1.9,0.5846976277981957,0.4320987654320988,0.8947368421052632,0.33009708737864074,0.3689320388349514,Perimeter Snipers,Versatile Playmakers,-0.564410511360143,407,417,-10
Riley Kugel,UCF,G,25,28.9,14.0,5.0,12.1,40.9,1.8,4.7,38.1,2.3,3.0,78.4,3.2,2.7,0.9,0.3,1.8,0.5216095380029806,0.4844290657439447,1.5,0.38842975206611574,0.24793388429752067,Perimeter Snipers,Shot Creators,-0.6766057924227358,407,441,-34
Damari Wheeler-Thomas,NDSU,G,26,30.7,14.0,4.3,10.9,39.6,2.1,5.7,36.7,3.3,4.3,77.7,3.7,2.8,1.2,0.0,1.5,0.5472170106316447,0.45602605863192186,1.8666666666666665,0.5229357798165137,0.39449541284403666,Perimeter Snipers,Shot Creators,-0.2325735276162243,407,312,95
Bryce Hopkins,SJU,F,27,27.9,14.0,4.7,10.3,46.2,0.7,2.3,29.0,3.9,5.3,73.4,6.1,2.1,1.1,0.3,1.3,0.5541481950601646,0.5017921146953406,1.6153846153846154,0.22330097087378636,0.5145631067961165,Paint Bruisers,Shot Creators,0.07997485674065125,407,212,195
Marquel Sutton,LSU,F,27,31.3,14.0,4.6,10.0,45.9,1.0,3.7,28.3,3.8,4.6,82.4,7.6,0.6,0.6,0.3,0.9,0.582168995342648,0.4472843450479233,0.6666666666666666,0.37,0.45999999999999996,Perimeter Snipers,Shot Creators,-0.45642025152717564,407,396,11
Blake Barkley,ETSU,F,27,28.7,14.0,4.8,8.3,57.8,0.5,1.4,36.8,3.9,4.6,85.4,5.7,1.1,0.8,0.2,1.5,0.6780317706315381,0.4878048780487805,0.7333333333333334,0.1686746987951807,0.5542168674698794,Paint Bruisers,Versatile Playmakers,0.40349887377294297,407,120,287
Aidan Hadaway,OHIO,F,28,31.3,14.0,5.7,11.8,48.5,1.2,4.4,27.9,1.4,2.0,69.6,7.4,2.1,0.8,0.6,1.8,0.5520504731861198,0.4472843450479233,1.1666666666666667,0.3728813559322034,0.1694915254237288,Perimeter Snipers,Shot Creators,-0.9239922104992024,407,484,-77
Jeremiah Quigley,BING,G,28,36.9,14.0,4.9,10.8,45.2,0.3,1.6,17.8,4.0,5.1,78.5,4.6,6.5,1.2,0.0,3.2,0.5366452008586323,0.3794037940379404,2.03125,0.14814814814814814,0.47222222222222215,Paint Bruisers,Shot Creators,-0.3653663691915904,407,355,52
Jabri Fitzpatrick,NHVN,G,28,34.0,14.0,4.9,11.0,44.7,1.1,3.7,29.8,3.1,4.3,71.7,4.7,2.5,1.8,0.1,2.1,0.542972385975799,0.4117647058823529,1.1904761904761905,0.33636363636363636,0.3909090909090909,Perimeter Snipers,Shot Creators,-0.7034231552679292,407,447,-40
Trent Mosquera,LEM,G,29,32.0,14.0,4.7,11.2,42.0,2.6,6.8,37.4,2.0,2.7,74.7,5.7,2.3,1.5,0.7,2.1,0.5650629641588634,0.4375,1.0952380952380951,0.6071428571428572,0.2410714285714286,Perimeter Snipers,Perimeter Snipers,-0.7929876153739144,407,465,-58
Ty Robinson,CARK,G,29,27.3,14.0,4.9,10.8,45.2,2.2,6.2,35.2,2.1,2.7,78.5,5.7,2.2,1.8,0.2,1.2,0.5839172505839172,0.5128205128205128,1.8333333333333335,0.5740740740740741,0.25,Perimeter Snipers,Perimeter Snipers,-0.09445951090573221,407,265,142
Roman Domon,MUR,G,30,24.1,14.0,3.9,7.9,49.6,1.3,3.5,38.1,4.8,6.1,79.7,5.1,1.5,1.1,0.1,1.6,0.6613756613756614,0.5809128630705394,0.9375,0.4430379746835443,0.7721518987341771,Paint Bruisers,Versatile Playmakers,1.1224949957704133,407,17,390
Quadir Copeland,NCSU,G,27,27.9,14.0,4.6,9.0,50.8,0.8,1.9,42.3,4.1,5.3,76.9,3.6,6.8,1.9,0.0,2.6,0.617719731733145,0.5017921146953406,2.6153846153846154,0.2111111111111111,0.5888888888888889,Paint Bruisers,Versatile Playmakers,0.9678234075956638,407,28,379
Elijah Jones,UTEP,F,27,28.0,14.0,5.4,11.0,48.7,1.6,4.2,38.9,1.6,2.3,69.8,5.5,0.6,0.6,1.2,1.0,0.5827505827505828,0.5,0.6,0.38181818181818183,0.20909090909090908,Perimeter Snipers,Shot Creators,-0.7295910398224174,407,454,-47
Alex Condon,FLA,F,26,30.5,14.0,4.9,9.5,52.0,0.3,1.8,14.6,3.9,5.8,66.9,8.0,3.7,0.7,1.4,2.5,0.5808164619980086,0.45901639344262296,1.48,0.18947368421052632,0.6105263157894737,Paint Bruisers,Paint Dominators,0.1804824160347613,407,182,225
Tyshawn Archie,MCN,G,28,24.1,14.0,5.1,11.6,44.4,1.9,4.9,38.2,1.9,2.0,91.2,1.9,2.8,1.5,0.3,1.4,0.5608974358974359,0.5809128630705394,2.0,0.42241379310344834,0.1724137931034483,Perimeter Snipers,Perimeter Snipers,-0.037266258810309594,407,251,156
DeAndre Craig Jr.,PFW,G,29,28.8,14.0,4.6,10.6,43.6,1.7,4.4,38.6,3.1,3.9,78.8,3.3,2.8,1.4,0.0,1.6,0.5683663527119195,0.4861111111111111,1.7499999999999998,0.4150943396226416,0.3679245283018868,Perimeter Snipers,Shot Creators,-0.1031258626197292,407,267,140
Hank Alvey,LEH,F,29,30.1,14.0,5.5,8.9,61.8,0.2,0.4,41.7,2.8,4.3,64.8,7.0,1.9,1.2,1.8,1.7,0.6486286137879911,0.46511627906976744,1.1176470588235294,0.0449438202247191,0.4831460674157303,Paint Bruisers,Versatile Playmakers,0.19525327791483119,407,178,229
Jordan Crawford,SDAK,G,29,30.3,14.0,4.8,11.6,41.2,2.3,6.6,35.8,2.1,2.9,73.5,2.7,1.3,1.2,0.1,1.3,0.5436470953712333,0.46204620462046203,1.0,0.5689655172413793,0.25,Perimeter Snipers,Shot Creators,-0.8425124410565403,407,470,-63
Rashaun Agee,TA&M,F,27,25.8,14.0,4.7,9.7,48.7,0.5,2.4,21.9,4.0,5.3,75.7,8.9,2.4,1.0,0.8,1.2,0.581781914893617,0.5426356589147286,2.0,0.24742268041237114,0.5463917525773196,Paint Bruisers,Versatile Playmakers,0.5939111330635614,407,78,329
CJ Gunn,DEP,G,27,27.9,14.0,5.1,12.1,41.8,1.8,5.4,33.8,2.0,2.6,76.1,3.7,2.0,1.1,0.7,2.1,0.5285412262156448,0.5017921146953406,0.9523809523809523,0.44628099173553726,0.21487603305785125,Perimeter Snipers,Shot Creators,-0.860157420132454,407,477,-70
Themus Fulks,UCF,G,26,32.2,14.0,5.3,11.0,47.7,0.6,1.4,43.2,2.8,3.5,79.3,3.0,6.7,0.8,0.0,3.2,0.5582137161084529,0.43478260869565216,2.09375,0.12727272727272726,0.3181818181818182,Perimeter Snipers,Versatile Playmakers,-0.291406780694017,407,331,76
Brent Bland,SPU,G,26,32.9,14.0,4.2,10.7,38.8,2.8,7.5,36.9,2.9,3.7,78.9,4.7,1.5,2.2,0.3,1.1,0.5678131083711876,0.425531914893617,1.3636363636363635,0.7009345794392524,0.3457943925233645,Perimeter Snipers,Perimeter Snipers,-0.5266061828232882,407,412,-5
Joe Sayler,SDST,G,29,32.0,13.9,4.9,11.1,43.7,2.0,4.9,41.3,2.2,2.7,81.8,3.5,2.2,0.5,0.1,1.8,0.5655924479166666,0.434375,1.2222222222222223,0.4414414414414415,0.24324324324324326,Perimeter Snipers,Perimeter Snipers,-0.7452489032940811,430,458,-28
Greg Gordon,LIU,G,29,33.8,13.9,6.2,11.0,56.6,0.2,0.9,24.0,1.2,3.0,41.4,5.6,2.7,1.7,0.8,1.8,0.5641233766233766,0.4112426035502959,1.5,0.08181818181818182,0.2727272727272727,Paint Bruisers,Paint Dominators,-0.6711413291786473,430,440,-10
Tuburu Naivalurua,OAK,F,29,32.0,13.9,5.3,10.7,50.2,0.5,1.6,31.9,2.7,3.8,71.2,6.1,1.8,1.2,1.1,1.2,0.5617523440025866,0.434375,1.5,0.14953271028037385,0.35514018691588783,Paint Bruisers,Shot Creators,-0.45415769118045773,430,395,35
LJ Wells,NKU,F,28,30.0,13.9,4.8,8.6,55.8,0.5,1.6,30.4,3.9,5.7,67.5,7.0,1.9,1.3,0.9,1.9,0.6256751890529348,0.4633333333333333,1.0,0.186046511627907,0.6627906976744187,Paint Bruisers,Paint Dominators,0.33232705793563144,430,139,291
Freddie Dilione V,PSU,G,28,26.9,13.9,5.5,11.6,47.1,1.2,4.0,29.2,1.8,2.2,83.6,3.3,2.3,1.2,0.1,1.5,0.5529917250159134,0.516728624535316,1.5333333333333332,0.3448275862068966,0.18965517241379312,Perimeter Snipers,Shot Creators,-0.47756126138391275,430,401,29
Nyle Ralph-Beyer,SHU,G,28,30.2,13.9,4.8,10.6,45.1,2.9,6.6,43.5,1.5,1.8,83.7,3.9,0.8,0.5,0.1,1.0,0.6100772471910113,0.4602649006622517,0.8,0.6226415094339622,0.169811320754717,Perimeter Snipers,Perimeter Snipers,-0.7138620743470343,430,450,-20
Joshua O'Garro,CSUN,G,27,33.3,13.9,5.4,11.4,47.1,1.0,3.3,30.7,2.2,3.7,58.4,9.4,2.9,1.1,0.7,2.4,0.5334663801043905,0.41741741741741745,1.2083333333333333,0.28947368421052627,0.32456140350877194,Paint Bruisers,Shot Creators,-0.8435378101471549,430,471,-41
Makaih Williams,GCU,G,27,26.6,13.9,4.5,10.6,42.7,1.7,5.1,32.4,3.2,4.1,78.4,2.8,2.2,1.1,0.1,1.6,0.5603031280232184,0.5225563909774436,1.375,0.4811320754716981,0.38679245283018865,Perimeter Snipers,Shot Creators,-0.13506912702609594,430,282,148
Makhai Valentine,NIU,G,26,30.7,13.9,4.4,10.5,42.1,2.5,6.8,36.7,2.6,3.2,80.7,5.3,1.0,1.0,0.2,1.3,0.5836412495801142,0.45276872964169385,0.7692307692307692,0.6476190476190476,0.3047619047619048,Perimeter Snipers,Perimeter Snipers,-0.6593052047056818,430,439,-9
Kayden Mingo,PSU,G,25,31.8,13.9,5.3,11.3,46.6,0.7,3.2,22.5,2.6,3.7,71.0,3.4,4.4,2.2,0.1,1.9,0.5375928217821782,0.4371069182389937,2.3157894736842106,0.2831858407079646,0.3274336283185841,Perimeter Snipers,Shot Creators,-0.2862670199881015,430,330,100
Jonah Hinton,URI,G,24,32.0,13.9,4.4,11.4,38.3,3.0,8.5,34.6,2.2,2.8,80.3,3.0,2.1,0.6,0.2,2.0,0.5501899936668778,0.434375,1.05,0.7456140350877193,0.24561403508771928,Perimeter Snipers,Perimeter Snipers,-0.8955173126044276,430,482,-52
Braxton Williams,CIT,F,29,28.3,13.9,4.7,12.1,39.1,2.2,6.6,33.9,2.2,2.8,78.0,3.0,1.4,0.7,0.3,1.7,0.5213021302130214,0.4911660777385159,0.8235294117647058,0.5454545454545454,0.23140495867768593,Perimeter Snipers,Shot Creators,-0.9623540344556192,430,487,-57
